question;chunk_id;section_name;chapter_name
Каким образом Райделл описывает форму охранников, дежуривших у конторки?;6310ee40a79d30cbdf13d40bd59a25ad;Видишь эту дверь вон...;12. КОНТРОЛИРУЕМЫЕ ДВИЖЕНИЯ ГЛАЗ
"Что Райделл оставил в гараже гостиницы, прежде чем отправиться в холл ""Морриси""?";6310ee40a79d30cbdf13d40bd59a25ad;Видишь эту дверь вон...;12. КОНТРОЛИРУЕМЫЕ ДВИЖЕНИЯ ГЛАЗ
Какое устройство, установленное на велосипеде Сэмми Сэл, создает ритмичные звуки, которые привлекли внимание Шеветты?;be9efd04644d04170f3d49266188984e;Гони. Гони. Гони....;13. ДРОЖЬ В КОЛЕНКАХ
"Шеветта украла предмет у мужика в отеле ""Морриси"". Что именно она украла, и как она объяснила свой поступок Сэмми?";be9efd04644d04170f3d49266188984e;Гони. Гони. Гони....;13. ДРОЖЬ В КОЛЕНКАХ
"Что, по словам Сэмми Сэл, делает ""ВС-очки"", и где его приятель иногда добывает подобные предметы?";be9efd04644d04170f3d49266188984e;Гони. Гони. Гони....;13. ДРОЖЬ В КОЛЕНКАХ
"Шеветта просит Сэмми Сэл поехать с ней к Скиннеру, потому что боится, что там могут появиться представители ""Объединенной"". Что, по ее мнению, может произойти, если они приедут?";be9efd04644d04170f3d49266188984e;Гони. Гони. Гони....;13. ДРОЖЬ В КОЛЕНКАХ
Какой предмет украшал выбритую голову женщины за стойкой, привлекший внимание Ямадзаки?;73264c37f5ad9e63b84fd7226bc9e703;Ну как приятель...;14. ЛАВЛЕСС
Что предложила женщина за стойкой Ямадзаки, когда он отказался от дополнительной бутылки пива?;73264c37f5ad9e63b84fd7226bc9e703;Ну как приятель...;14. ЛАВЛЕСС
"Какое пиво заказал Ямадзаки после отказа от первого предложения женщины в ""ЛАВЛЕСС""?";73264c37f5ad9e63b84fd7226bc9e703;Ну как приятель...;14. ЛАВЛЕСС
Какое сооружение Скиннер называет наивысшим воплощением Томассона?;ae779e68874791b7e50d066aaf89c81c;Скиннер все время...;14. ЛАВЛЕСС
Что, по мнению рассказчика, заняло место исчезнувшей Бомбы?;ae779e68874791b7e50d066aaf89c81c;Скиннер все время...;14. ЛАВЛЕСС
В каком городе, по мнению рассказчика, могла существовать мифология, эквивалентная той, что отсутствует в описываемой культуре?;ae779e68874791b7e50d066aaf89c81c;Скиннер все время...;14. ЛАВЛЕСС
Как откликнулся сосед на внешний вид записной книжки, принадлежащей Ямадзаки?;a759a061306b939edc2b76875b669e64;Красивая штука...;14. ЛАВЛЕСС
Какую фамилию назвал мужчина, представившийся Ямадзаки?;a759a061306b939edc2b76875b669e64;Красивая штука...;14. ЛАВЛЕСС
Что незнакомец посоветовал Ямадзаки сделать, прежде чем предложить ему пойти?;a759a061306b939edc2b76875b669e64;Красивая штука...;14. ЛАВЛЕСС
Какой препарат, используемый для дезинфекции помещений, был представлен Райделу в Академии и какими заболеваниями он боролся?;137039949da2060ac4ac1af78271c555;Среди всего прочего...;15. ТЫСЯЧА ПЯТНАДЦАТЫЙ НОМЕР
Каким предметом Уорбэйби открывал дверь в тысяча пятнадцатый номер, и какое действие он совершил с ним, прежде чем войти?;137039949da2060ac4ac1af78271c555;Среди всего прочего...;15. ТЫСЯЧА ПЯТНАДЦАТЫЙ НОМЕР
Что Фредди размотал и к чему подсоединил, расположившись в одном из зеленых кресел?;137039949da2060ac4ac1af78271c555;Среди всего прочего...;15. ТЫСЯЧА ПЯТНАДЦАТЫЙ НОМЕР
Какие устройства были установлены в оправе и линзах очков, предложенных Райделлу Уорбэйби, и для чего они изначально были предназначены?;137039949da2060ac4ac1af78271c555;Среди всего прочего...;15. ТЫСЯЧА ПЯТНАДЦАТЫЙ НОМЕР
Каким образом Сэмми Сэл проявлял свои навыки езды на велосипеде в лабиринте противотанковых заграждений?;126712bd80c60d94a8ca89d66c31e78f;В бетонном лабиринте...;"16. ""САНФЛАУЭР"""
Что Шеветта увидела, глядя на мост, и какое значение он имел для нее?;126712bd80c60d94a8ca89d66c31e78f;В бетонном лабиринте...;"16. ""САНФЛАУЭР"""
Какую роль выполнял Рыбник в описанной сцене, и что Шеветта заметила рядом с его тележкой?;126712bd80c60d94a8ca89d66c31e78f;В бетонном лабиринте...;"16. ""САНФЛАУЭР"""
Какие две категории людей, по мнению Сэмми Сэла, существуют, и в чем заключается их взаимодействие, например, при помощи конвертов?;126712bd80c60d94a8ca89d66c31e78f;В бетонном лабиринте...;"16. ""САНФЛАУЭР"""
Какую вещь Шеветта расплатила наличными, что стало для нее одним из самых волшебных моментов в жизни?;697c29afc7b1ebc8002d06ea9ecd0f94;В жизни Шеветты было...;"16. ""САНФЛАУЭР"""
В каком месте Шеветта встретила Лоуэлла, и как она сама оценивает этот момент – как хороший или плохой?;697c29afc7b1ebc8002d06ea9ecd0f94;В жизни Шеветты было...;"16. ""САНФЛАУЭР"""
Какие предметы Скиннер посылал Шеветту на нижний уровень моста для продажи?;697c29afc7b1ebc8002d06ea9ecd0f94;В жизни Шеветты было...;"16. ""САНФЛАУЭР"""
"Что Шеветта увидела на витрине в лавке ""Цветные люди"", что вызвало у нее недоумение?";697c29afc7b1ebc8002d06ea9ecd0f94;В жизни Шеветты было...;"16. ""САНФЛАУЭР"""
Откуда Шеветта позаимствовала кеды, которые оказались слишком длинными?;d4527e2a785a5a19abf2a1a73f06ef72;В пуп и в гроб...;"16. ""САНФЛАУЭР"""
Какую раму установил Сэм на свой велосипед?;d4527e2a785a5a19abf2a1a73f06ef72;В пуп и в гроб...;"16. ""САНФЛАУЭР"""
"Что, по словам Сэма, было установлено на его велосипеде помимо рамы и гидравлики от ""Зуни""?";d4527e2a785a5a19abf2a1a73f06ef72;В пуп и в гроб...;"16. ""САНФЛАУЭР"""
Что Сэм предложил Шеветте, когда она сказала, что уже заправилась?;d4527e2a785a5a19abf2a1a73f06ef72;В пуп и в гроб...;"16. ""САНФЛАУЭР"""
Какое событие Шеветта рассказала Сэму, пока они затаскивали велосипеды по лестнице?;112aaafb4ccfc38afd6498e07f0f8272;Затаскивая велосипед по...;"16. ""САНФЛАУЭР"""
Кто, по словам Марии, был хозяином пьянки, о которой говорила Шеветта?;112aaafb4ccfc38afd6498e07f0f8272;Затаскивая велосипед по...;"16. ""САНФЛАУЭР"""
Какую важную функцию активировала Шеветта, пока Сэмми наблюдал за ней?;112aaafb4ccfc38afd6498e07f0f8272;Затаскивая велосипед по...;"16. ""САНФЛАУЭР"""
Что Шеветта вспомнила, когда они уже собирались ехать, и кому она это обещала?;112aaafb4ccfc38afd6498e07f0f8272;Затаскивая велосипед по...;"16. ""САНФЛАУЭР"""
Какой предмет подарил Сэм Шеветте, когда она выразила желание стать курьером?;1ed45ddd4d1922d1316ca3c72887cccc;Когда она сказала Сэму...;"16. ""САНФЛАУЭР"""
Как Сэмми описывал знания курьера о городе Сан-Франциско?;1ed45ddd4d1922d1316ca3c72887cccc;Когда она сказала Сэму...;"16. ""САНФЛАУЭР"""
Благодаря кому Шеветта смогла приобрести свой первый велосипед?;1ed45ddd4d1922d1316ca3c72887cccc;Когда она сказала Сэму...;"16. ""САНФЛАУЭР"""
С кем Шеветта начала встречаться после работы, что привело ее к знакомству с Лоуэллом?;1ed45ddd4d1922d1316ca3c72887cccc;Когда она сказала Сэму...;"16. ""САНФЛАУЭР"""
"Где Шеветта приобрела телевизор, который Скиннер не мог разобрать на ""программу"" и ""рекламу""?";7d8354826f8f923d5c82f729fe1cacd6;Здесь у вас никто не...;"16. ""САНФЛАУЭР"""
Какой предмет Джонни готовит много лет, постоянно добавляя в него продукты?;7d8354826f8f923d5c82f729fe1cacd6;Здесь у вас никто не...;"16. ""САНФЛАУЭР"""
Что Сэмми Сэл держал перед собой, когда поднимался в комнату к Скиннеру, и как это сравнили с подростком, пришедшим засвидетельствовать почтение?;7d8354826f8f923d5c82f729fe1cacd6;Здесь у вас никто не...;"16. ""САНФЛАУЭР"""
Что увидел Шеветта в небе после того, как Сэмми надел на нее очки, и какую надпись она прочитала первой?;7d8354826f8f923d5c82f729fe1cacd6;Здесь у вас никто не...;"16. ""САНФЛАУЭР"""
"Какую сумму Райделл заплатил за вход в ""Контейнерный город"" и что он получил взамен?";77aa503e639661bc16025a037e284b00;А делается это так...;17. МЫШЕЛОВКА
"Какую карточку продемонстрировал Райделлу Фредди, чтобы пройти в ""Контейнерный город"", и какую организацию она представляет?";77aa503e639661bc16025a037e284b00;А делается это так...;17. МЫШЕЛОВКА
"Что, по словам Фредди, находится в ""Контейнерный город"" вместо грузовиков?";77aa503e639661bc16025a037e284b00;А делается это так...;17. МЫШЕЛОВКА
"Что Райделл купил в ""Контейнерный город"" за пять сотен долларов, и где, согласно ярлыку, были произведены джинсы?";77aa503e639661bc16025a037e284b00;А делается это так...;17. МЫШЕЛОВКА
"Какое блюдо, по словам Райделла, вызывает ощущение ""огня во рту""?";765e5304e2ce564880ea4a330e7411da;А тыто пробовал когда...;17. МЫШЕЛОВКА
В каком городе Райделл проходил обучение на полицейского?;765e5304e2ce564880ea4a330e7411da;А тыто пробовал когда...;17. МЫШЕЛОВКА
Что, по мнению Райделла, может остаться на месте преступления после обработки суперклеем?;765e5304e2ce564880ea4a330e7411da;А тыто пробовал когда...;17. МЫШЕЛОВКА
Что, по словам Фредди, случилось с мистером Уорбэйби на мосту?;765e5304e2ce564880ea4a330e7411da;А тыто пробовал когда...;17. МЫШЕЛОВКА
В каком районе, согласно рассказу Фредди, они обнаружили Уорбэйби?;bd0691ef0ea7f39fd562245972d2700a;Они нашли Уорбэйби там же...;17. МЫШЕЛОВКА
Что Райделл обнаружил на внутренней поверхности ванны в туалете кафе?;bd0691ef0ea7f39fd562245972d2700a;Они нашли Уорбэйби там же...;17. МЫШЕЛОВКА
Какой предмет одежды Райделл избавился первым, чтобы переодеться в кафе?;bd0691ef0ea7f39fd562245972d2700a;Они нашли Уорбэйби там же...;17. МЫШЕЛОВКА
Какую кредитную карточку Райделл проверял, размышляя о своих финансах?;bd0691ef0ea7f39fd562245972d2700a;Они нашли Уорбэйби там же...;17. МЫШЕЛОВКА
Под какой росписью припарковал машину Райделл?;cc9d059c08532507b0c80bb56b8c4cd9;Только теперь вернувшись...;17. МЫШЕЛОВКА
Каким образом изображен вирус СПИДа на стене, согласно описанию?;cc9d059c08532507b0c80bb56b8c4cd9;Только теперь вернувшись...;17. МЫШЕЛОВКА
"Кто, согласно тексту, мог бы поспорить с надписью ""ТЕПЕРЬ ОН ЖИВЕТЕ НАС, И ТОЛЬКО ИМ МЫ ЖИВЕМ""?";cc9d059c08532507b0c80bb56b8c4cd9;Только теперь вернувшись...;17. МЫШЕЛОВКА
Какое предметное напоминание о прошлом привез Дик Оукли Шеветте из Бразилии?;4bf3a17d69442584bb14e783d843189d;У Шеветтиной матери был...;18. КОНДЕНСАТОР
Что, по словам Скиннера, можно было дать бандюге в обмен на информацию о наркотиках или деньгах?;4bf3a17d69442584bb14e783d843189d;У Шеветтиной матери был...;18. КОНДЕНСАТОР
Какого цвета были браслеты, которые тип надел на запястья Шеветты и Скиннера?;4bf3a17d69442584bb14e783d843189d;У Шеветтиной матери был...;18. КОНДЕНСАТОР
Какой предмет одежды, по словам Шеветты, был сшит из странной ткани, не отражающей свет?;4bf3a17d69442584bb14e783d843189d;У Шеветтиной матери был...;18. КОНДЕНСАТОР
"Что, по словам персонажа, необходимо сделать с ""велосипедом"", если собеседник не понимает английский язык?";73eba40a73878492368a2b3fab429c2f;Ты что засранец...;18. КОНДЕНСАТОР
"Какой предмет, выбросивший заряд в охранную систему, был замаскирован под ""липовую ржавчину""?";73eba40a73878492368a2b3fab429c2f;Ты что засранец...;18. КОНДЕНСАТОР
"Что бросил Сэмми Сэл вниз Шеветте, пока стоял на ""углепластовой стяжке""?";73eba40a73878492368a2b3fab429c2f;Ты что засранец...;18. КОНДЕНСАТОР
"Какой звук предшествовал исчезновению Сэмми Сэла после того, как ""тупорылый пистолет"" разразился кашляющим звуком?";73eba40a73878492368a2b3fab429c2f;Ты что засранец...;18. КОНДЕНСАТОР
Каким предметом Скиннер удерживал Ямадзаки, не позволяя ему подняться с колен?;187436db3f76048de49b6b600e671ce1;Красная пластиковая...;19. СУПЕРБОЛ
Что, по словам Скиннера, было изготовлено им собственноручно и использовалось для удержания Ямадзаки?;187436db3f76048de49b6b600e671ce1;Красная пластиковая...;19. СУПЕРБОЛ
Какие инструменты Скиннер надеялся использовать, чтобы освободиться, и где они находились?;187436db3f76048de49b6b600e671ce1;Красная пластиковая...;19. СУПЕРБОЛ
Что Ямадзаки обнаружил на полу рядом со своей ногой в конце фрагмента текста, и что это могло быть?;187436db3f76048de49b6b600e671ce1;Красная пластиковая...;19. СУПЕРБОЛ
Какой предмет Найджел использовал для ремонта велосипедов своих клиентов в мастерской?;fcf36a099bda9ff4355be579654ad5d0;Ты не поверишь...;20. ПОЛНАЯ ПУСТОТА
Что Шеветта обнаружила в трейлере после ухода матери?;fcf36a099bda9ff4355be579654ad5d0;Ты не поверишь...;20. ПОЛНАЯ ПУСТОТА
"Каким образом Скиннер описывал течение, подхватывающее ""мертвецов моста""?";fcf36a099bda9ff4355be579654ad5d0;Ты не поверишь...;20. ПОЛНАЯ ПУСТОТА
"Что Найджел вытащил из воздуха после того, как рука Шеветты была освобождена от ""красных наручников""?";fcf36a099bda9ff4355be579654ad5d0;Ты не поверишь...;20. ПОЛНАЯ ПУСТОТА
Какую вещь Шеветта считала самой важной в своей жизни и как она ее приобрела?;220b6b2a2b1fb43c1d87e8fb8dacf4d7;Трансформатор. Теперь...;20. ПОЛНАЯ ПУСТОТА
Что случилось с Сэмми Сэлом, и какой предмет был причиной этого происшествия?;220b6b2a2b1fb43c1d87e8fb8dacf4d7;Трансформатор. Теперь...;20. ПОЛНАЯ ПУСТОТА
Какие опасности подстерегают Шеветту на Острове Сокровищ, согласно рассказам Скиннера?;220b6b2a2b1fb43c1d87e8fb8dacf4d7;Трансформатор. Теперь...;20. ПОЛНАЯ ПУСТОТА
Где сидел Лоуэлл, когда Шеветта его встретила, и как он отреагировал на ее появление?;220b6b2a2b1fb43c1d87e8fb8dacf4d7;Трансформатор. Теперь...;20. ПОЛНАЯ ПУСТОТА
Какую схему, полученную от Уорбэйби, изучал Райделл, чтобы найти Шеветту Вашингтон?;e66de2ab0ac777992584d709446ac4d5;Так что же всетаки там...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Какие предметы, по описанию, использовались для сообщения между уровнями моста?;e66de2ab0ac777992584d709446ac4d5;Так что же всетаки там...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Что, по словам Фредди, могло скрываться на мосту, заставившее Райделла отправиться на поиски Шеветты Вашингтон?;e66de2ab0ac777992584d709446ac4d5;Так что же всетаки там...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Какие гаджеты, помимо карты, использовал Райделл для защиты от непогоды на мосту?;e66de2ab0ac777992584d709446ac4d5;Так что же всетаки там...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Какую машину, по словам Клаудии Марсалис, когда-то была в отличном состоянии, но затем пострадала от соли?;d0ae7ddeab39f4171a9ddee9549a865e;Во Флориде когда отец...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
В какой Полицейской академии учится Райделл?;d0ae7ddeab39f4171a9ddee9549a865e;Во Флориде когда отец...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Что Райделл и его отец часто смотрели вместе, что, по мнению Райделла, повлияло на его решение стать полицейским?;d0ae7ddeab39f4171a9ddee9549a865e;Во Флориде когда отец...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Какую дикую прическу носит Шеветта, которую Райделл должен выследить?;d0ae7ddeab39f4171a9ddee9549a865e;Во Флориде когда отец...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Каким предметом Райделл, по словам Хмыря, пытался подключиться к сети для бесплатных звонков?;3e4729e042e4c0f820a85be63598cb79;Тусклый неразборчивый...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Где, согласно рассказу бармена, Билли Говнила зарабатывает себе пиво, обманывая клиентов?;3e4729e042e4c0f820a85be63598cb79;Тусклый неразборчивый...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Какой предмет из серого пластика держала в руках Джози, находясь в инвалидном кресле?;3e4729e042e4c0f820a85be63598cb79;Тусклый неразборчивый...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Что, по мнению Райделла, носил Орловский на голове, входя в бар?;3e4729e042e4c0f820a85be63598cb79;Тусклый неразборчивый...;21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Каким образом Джози отреагировала на происходящее, согласно описанию Райделлом Саблетту?;1d1436bf22a4599e7a44c6167ab028f4;"""Джози швырнула на него...";21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Что произошло с освещением в помещении, когда Райделл отреагировал на вспышку света?;1d1436bf22a4599e7a44c6167ab028f4;"""Джози швырнула на него...";21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Какой предмет Райделл отшвырнул в сторону, когда погас свет, и что находилось на этом предмете?;1d1436bf22a4599e7a44c6167ab028f4;"""Джози швырнула на него...";21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
С чем Райделл сравнил движение Шеветты, когда та шла по лестнице, вспоминая слова своего дяди?;1d1436bf22a4599e7a44c6167ab028f4;"""Джози швырнула на него...";21. КОГНИТИВНЫЕ ДИССИДЕНТЫ
Какой предмет, похожий на детскую игрушку, держал в руке мужик, захвативший Шеветту?;0d1af190f22aaa85bb3c2dfad57af385;Шеветта не успела...;22. НЕПРИЛИЧНАЯ ФАМИЛИЯ
Какую деталь одежды носил на себе Барабанная Рожа, помимо прочего?;0d1af190f22aaa85bb3c2dfad57af385;Шеветта не успела...;22. НЕПРИЛИЧНАЯ ФАМИЛИЯ
Что, по словам одного из похитителей, поручил Уорбэйби ему сделать с Шеветтой?;0d1af190f22aaa85bb3c2dfad57af385;Шеветта не успела...;22. НЕПРИЛИЧНАЯ ФАМИЛИЯ
В какой организации, согласно словам Шеветты, работал убитый Сэмми Дюпре?;0d1af190f22aaa85bb3c2dfad57af385;Шеветта не успела...;22. НЕПРИЛИЧНАЯ ФАМИЛИЯ
Какие наручники использовал Шитов для пристегивания Райделла, и почему он выбрал именно их?;a35c4188882a72caa54c5e4ffb58d42d;Шитов чуть не силком...;23. БЫЛА НЕ БЫЛА
"Что такое ""миранда"", и почему Райделл был обеспокоен тем, что Шеветте Вашингтон не зачитали эту формулу при аресте?";a35c4188882a72caa54c5e4ffb58d42d;Шитов чуть не силком...;23. БЫЛА НЕ БЫЛА
Какие предметы были изъяты у Шеветты Вашингтон, помимо ножа, и какое значение они имели для Шитова и Орловского?;a35c4188882a72caa54c5e4ffb58d42d;Шитов чуть не силком...;23. БЫЛА НЕ БЫЛА
Как Райделл описывает Уорбэйби и Фредди, и какое отношение он к ним испытывает?;a35c4188882a72caa54c5e4ffb58d42d;Шитов чуть не силком...;23. БЫЛА НЕ БЫЛА
Каким предметом Шеветта Вашингтон пыталась нейтрализовать Орловского?;6647b3afa5ad57c370bcdb66548ba438;Это он. Голос Шеветты...;23. БЫЛА НЕ БЫЛА
Что, согласно описанию, весил металлолом в корзине переднего багажника велосипеда длинноволосого парня?;6647b3afa5ad57c370bcdb66548ba438;Это он. Голос Шеветты...;23. БЫЛА НЕ БЫЛА
"Что Райделл заметил на капоте ""Патриота"", вывалившиеся из кармана Шитова?";6647b3afa5ad57c370bcdb66548ba438;Это он. Голос Шеветты...;23. БЫЛА НЕ БЫЛА
Какой предмет Фредди использовал для защиты от удара отвертки Шеветты?;6647b3afa5ad57c370bcdb66548ba438;Это он. Голос Шеветты...;23. БЫЛА НЕ БЫЛА
"Какое устройство, найденное Ямадзаки на надкроватной полке Скиннера, является ""живым напоминанием о том, откуда взялось выражение ""набрать номер""?";b2bc73667596bc6f1f43e33208d7313e;Свет вырубился...;24. ПЕСНЯ СТАЛЬНОЙ РЕПТИЛИИ
Какие предметы, помимо баночек со специями и гаек, обнаружил Ямадзаки на полке Скиннера, которые могли бы использоваться для ремонта витража окна?;b2bc73667596bc6f1f43e33208d7313e;Свет вырубился...;24. ПЕСНЯ СТАЛЬНОЙ РЕПТИЛИИ
В какой стране находился Ямадзаки, когда он впервые увидел телевизионные репортажи о Годзилле?;b2bc73667596bc6f1f43e33208d7313e;Свет вырубился...;24. ПЕСНЯ СТАЛЬНОЙ РЕПТИЛИИ
Какое учреждение, согласно тексту, проводило исследования по выделению непатогенных штаммов ВИЧ и на кого было поручено найти подходящих пациентов для этих исследований?;b2bc73667596bc6f1f43e33208d7313e;Свет вырубился...;24. ПЕСНЯ СТАЛЬНОЙ РЕПТИЛИИ
Какую вещь Шеветта попыталась использовать в качестве оружия против одного из персонажей?;36f39298f73f58f8f4c973f131f42dad;Он все говорил что он из...;25. ХОТЬ ВБРОД, ХОТЬ ВПЛАВЬ
Какой предмет Берри Райделл вытащил из насквозь мокрого бумажника, чтобы воспользоваться банкоматом?;36f39298f73f58f8f4c973f131f42dad;Он все говорил что он из...;25. ХОТЬ ВБРОД, ХОТЬ ВПЛАВЬ
Какую машину, похожую на транспортное средство мистера Маттьюза, использует Берри Райделл?;36f39298f73f58f8f4c973f131f42dad;Он все говорил что он из...;25. ХОТЬ ВБРОД, ХОТЬ ВПЛАВЬ
"Что Берри Райделл забрал у Коудса, когда в ""Диссидентах"" отключилось электричество?";36f39298f73f58f8f4c973f131f42dad;Он все говорил что он из...;25. ХОТЬ ВБРОД, ХОТЬ ВПЛАВЬ
Каким образом Райделл описал человека, передвигавшегося на роликовой доске в переулке?;559bd90c657acb72b1934113194b8bae;Райделл свернул в...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Что Шеветта Вашингтон посоветовала Райделу, когда они увидели человека на роликовой доске?;559bd90c657acb72b1934113194b8bae;Райделл свернул в...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
"Какой предмет Райделл спрятал под ковриком в автомобиле ""Патриот""?";559bd90c657acb72b1934113194b8bae;Райделл свернул в...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Как Лоуэлл называет автомобильных воров, по словам Шеветты Вашингтон?;559bd90c657acb72b1934113194b8bae;Райделл свернул в...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Какое устройство, по словам дяди Райделлова, использовалось для нанесения татуировки в Корее?;0bd901a929349e86434982ad4b11185e;Мы хотим посмотреть на...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Что, по словам Шеветты, Лоуэлл сделал себе в качестве татуировки?;0bd901a929349e86434982ad4b11185e;Мы хотим посмотреть на...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Какой напиток предложил жирный Райделлу вместо кофе, объяснив, что Батч кончает в двенадцать?;0bd901a929349e86434982ad4b11185e;Мы хотим посмотреть на...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Что Райделл обнаружил на теле Шеветты, когда она сняла куртку?;0bd901a929349e86434982ad4b11185e;Мы хотим посмотреть на...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Какой предмет Шеветта украла из кармана незнакомого мужика, что послужило поводом для рассказа?;34f55a652d6210d2b3c02207b81a6961;Может в этом мормонском...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Какую работу выполнял Сэмми до трагической гибели, и где Райделл с ним познакомился?;34f55a652d6210d2b3c02207b81a6961;Может в этом мормонском...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
В какой организации, согласно рассказу Шеветты, работает Лоуэлл, и чем он занимается?;34f55a652d6210d2b3c02207b81a6961;Может в этом мормонском...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Что Райделл обнаружил внутри футляра очков, когда пытался исправить контакт?;34f55a652d6210d2b3c02207b81a6961;Может в этом мормонском...;"26. ""ЦВЕТНЫЕ ЛЮДИ"""
Что, по словам Скиннера, случилось с Лавлесс?;a9c7507ce559ed8c2d2f71c1c3b1a153;Мочой воняет...;27. ПОСЛЕ ГРОЗЫ
Каким образом Фонтейн узнал о том, что Ямадзаки находится в компании Скиннера?;a9c7507ce559ed8c2d2f71c1c3b1a153;Мочой воняет...;27. ПОСЛЕ ГРОЗЫ
Какой предмет, упомянутый в тексте, использует Скиннер для ополаскивания?;a9c7507ce559ed8c2d2f71c1c3b1a153;Мочой воняет...;27. ПОСЛЕ ГРОЗЫ
Что Фонтейн предложил Ямадзаки, чтобы тот остался и заботился о Скиннере?;a9c7507ce559ed8c2d2f71c1c3b1a153;Мочой воняет...;27. ПОСЛЕ ГРОЗЫ
"Что попросила Лори передать Шеветте, когда прибежала в ""Цветных людях""?";b6cd5f1187a0d5a645242099368b69a3;В половине одиннадцатого...;28. АР-ВИ
В какое заведение планировала отправиться Шеветта с Райделом, чтобы переждать опасность, и чем оно отличается от обычной гостиницы?;b6cd5f1187a0d5a645242099368b69a3;В половине одиннадцатого...;28. АР-ВИ
Какую услугу оказывал Фонтейн Скиннеру, и какое впечатление это произвело на Шеветту?;b6cd5f1187a0d5a645242099368b69a3;В половине одиннадцатого...;28. АР-ВИ
Что рассказала Даника Эллиот Райделлу о причине своего визита в Сан-Франциско и о том, что случилось с ее мужем Дэвидом?;b6cd5f1187a0d5a645242099368b69a3;В половине одиннадцатого...;28. АР-ВИ
Какое угощение Шеветта отобрала из корзинки, упакованной в розовую ленточку, находящейся в холодильнике машины миссис Эллиот?;804f0b66821b49414066b8d705fa7b5b;вспыхнувшие лампы...;28. АР-ВИ
Сколько каналов транслирует спутниковая антенна, установленная в транспортном средстве, в котором путешествуют Шеветта и Райделл?;804f0b66821b49414066b8d705fa7b5b;вспыхнувшие лампы...;28. АР-ВИ
Что Шеветта вспомнила, засыпая, что необходимо выбросить из кармана джинсов, опасаясь проблем с законом?;804f0b66821b49414066b8d705fa7b5b;вспыхнувшие лампы...;28. АР-ВИ
По словам Райделла, кто за рулем машины, направляющейся в Лос-Анджелес, и почему он считает, что у них не возникнет проблем на границе штата?;804f0b66821b49414066b8d705fa7b5b;вспыхнувшие лампы...;28. АР-ВИ
Какую функцию выполняла Шеветта Вашингтон, согласно рассказу Райделла?;9abe88271ed0ec4366a9573efaa67f2c;Райделл открыл глаза....;29. МЕРТВЫЙ МОЛЛ
Что Райделл обнаружил в карманах куртки Шеветты Вашингтон?;9abe88271ed0ec4366a9573efaa67f2c;Райделл открыл глаза....;29. МЕРТВЫЙ МОЛЛ
Какой предмет, по словам убийцы, доставил кому-то очки из Коста-Рики?;9abe88271ed0ec4366a9573efaa67f2c;Райделл открыл глаза....;29. МЕРТВЫЙ МОЛЛ
Что, по словам убийцы, он делал, когда Лавлесс представился?;9abe88271ed0ec4366a9573efaa67f2c;Райделл открыл глаза....;29. МЕРТВЫЙ МОЛЛ
Какую информацию Райделл узнал о происхождении экспертных систем, используемых колумбийскими картелями?;30825d42e344fb51ea952568cb2062bb;Лавлесс...;29. МЕРТВЫЙ МОЛЛ
Что, по словам Лавлесса, является единственным местом в мире, где люди могут хранить любые свои секреты?;30825d42e344fb51ea952568cb2062bb;Лавлесс...;29. МЕРТВЫЙ МОЛЛ
Какую травму пережил Лавлесс, из-за которой ему потребовалась психотерапия?;30825d42e344fb51ea952568cb2062bb;Лавлесс...;29. МЕРТВЫЙ МОЛЛ
Что, по мнению Лавлесса, является тремя главными соображениями, учитываемыми при покупке недвижимости?;30825d42e344fb51ea952568cb2062bb;Лавлесс...;29. МЕРТВЫЙ МОЛЛ
Что обещал Фонтейн Ямадзаки и что он взял с собой, покидая помещение?;719435f62efa3dfae801f0b26e0a9a05;В четыре часа Ямадзаки...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
