question;chunk_id;section_name;chapter_name
"Сколько банок с яркими этикетками старик перекладывал с витрины на свою ""коляску""?";29acb43934a00e908558c8807fb4049a;Он грузит тележку на...;2 июня 78–го года
Что, по словам Щекна, было вокруг старика, когда тот разгружал банки у витрины?;29acb43934a00e908558c8807fb4049a;Он грузит тележку на...;2 июня 78–го года
Какой предмет, помимо полевой аппаратуры, Лев вколол старику, чтобы попытаться его оживить?;29acb43934a00e908558c8807fb4049a;Он грузит тележку на...;2 июня 78–го года
Где Лев и Щекн устроили привал, чтобы отдохнуть и поесть, после того как обнаружили мертвого старика?;29acb43934a00e908558c8807fb4049a;Он грузит тележку на...;2 июня 78–го года
Какое устройство активировал Лев, чтобы попытаться установить контакт с аборигеном?;f4d9df1db2a10fb0b5ea01af6fa67f67;Я принимаю решение...;2 июня 78–го года
Что, по мнению Щекна, является бесполезным занятием для Льва и его команды?;f4d9df1db2a10fb0b5ea01af6fa67f67;Я принимаю решение...;2 июня 78–го года
Как абориген отреагировал на предложение Льва угостить его едой?;f4d9df1db2a10fb0b5ea01af6fa67f67;Я принимаю решение...;2 июня 78–го года
В какой категории, судя по описанию, находится абориген, встреченный Львом и Щекном?;f4d9df1db2a10fb0b5ea01af6fa67f67;Я принимаю решение...;2 июня 78–го года
Какую папку прятал Лев Абалкин, когда в его кабинет пришли Андрей и Сандро?;cabfe8458526500ef268817766a8af9a;ЛЕВ АБАЛКИН ВООЧИЮ;2 июня 78–го года
"Что предлагал Андрей в качестве занятия на вечер, помимо посещения ""Октопусов""?";cabfe8458526500ef268817766a8af9a;ЛЕВ АБАЛКИН ВООЧИЮ;2 июня 78–го года
"Какой предмет, по мнению Алены, следовало отправить ""в реку""?";cabfe8458526500ef268817766a8af9a;ЛЕВ АБАЛКИН ВООЧИЮ;2 июня 78–го года
Какое псевдоним использовал журналист Каммерер во время работы на планете Саракш?;cabfe8458526500ef268817766a8af9a;ЛЕВ АБАЛКИН ВООЧИЮ;2 июня 78–го года
Какое событие, по словам журналиста Каммерера, происходило у него в то время, когда Лев Абалкин и Комов организовывали экспедиции?;fe2bbb550dcde49d30658303882159c6;Какое–то время он молча...;2 июня 78–го года
С кем, по утверждению Льва Абалкина, координация работы осуществлялась в период подготовки экспедиций, помимо Комова и Раулингсона?;fe2bbb550dcde49d30658303882159c6;Какое–то время он молча...;2 июня 78–го года
В каком месте запланирована следующая встреча Льва Абалкина и журналиста Каммерера?;fe2bbb550dcde49d30658303882159c6;Какое–то время он молча...;2 июня 78–го года
Какую идею, по мнению Льва Абалкина, предложил журналист Каммерер в период подготовки экспедиций?;fe2bbb550dcde49d30658303882159c6;Какое–то время он молча...;2 июня 78–го года
Какую информацию, по мнению рассказчика, могла сообщить Майя Глумова о его номере телефона Льву Абалкину?;4209ab2fe4b3ce34b4b7ef5e393ed623;КОЕ–КАКИЕ ДОГАДКИ О НАМЕРЕНИЯХ ЛЬВА АБАЛКИНА;2 июня 78–го года
В какой организации, согласно тексту, работает рассказчик, и какое задание он выполнял в момент звонка Льва Абалкина?;4209ab2fe4b3ce34b4b7ef5e393ed623;КОЕ–КАКИЕ ДОГАДКИ О НАМЕРЕНИЯХ ЛЬВА АБАЛКИНА;2 июня 78–го года
Какое предположение выдвигает рассказчик относительно цели звонка Льва Абалкина, связанное с его первой работой и возможными сентиментальными побуждениями?;4209ab2fe4b3ce34b4b7ef5e393ed623;КОЕ–КАКИЕ ДОГАДКИ О НАМЕРЕНИЯХ ЛЬВА АБАЛКИНА;2 июня 78–го года
Что именно Лев Абалкин сообщил рассказчику относительно его роли в современной науке о голованах, и кто еще был упомянут в связи с этим?;4209ab2fe4b3ce34b4b7ef5e393ed623;КОЕ–КАКИЕ ДОГАДКИ О НАМЕРЕНИЯХ ЛЬВА АБАЛКИНА;2 июня 78–го года
Какую информацию, согласно рассказу учителя или Майи Глумовой, получил Лев Абалкин о Максиме Каммерере?;f6228de56534a7e06fbbdbfe1bf4ffed;Конечно напрашивается...;2 июня 78–го года
Какую роль сыграли голованы в биографии Льва Абалкина, как это описано в тексте?;f6228de56534a7e06fbbdbfe1bf4ffed;Конечно напрашивается...;2 июня 78–го года
С кем журналист Каммерер обменивался десятком ничего не значащих фраз, планируя назначить свидание?;f6228de56534a7e06fbbdbfe1bf4ffed;Конечно напрашивается...;2 июня 78–го года
Что Сергей Павлович Федосеев сообщил журналисту Каммерере относительно Льва Абалкина?;f6228de56534a7e06fbbdbfe1bf4ffed;Конечно напрашивается...;2 июня 78–го года
Какую книгу планировал написать журналист Каммерер, обратившись за материалами к Сергею Павловичу?;3f69ae722a2432c03a4c58f88429c02b;Старик насторожился....;2 июня 78–го года
В какой организации было назначено заседание, куда направлялся С. П. Федосеев на глайдере?;3f69ae722a2432c03a4c58f88429c02b;Старик насторожился....;2 июня 78–го года
В каком месте произошла вынужденная посадка глайдера Сергея Павловича, после которой состоялся разговор с Львом Абалкиным?;3f69ae722a2432c03a4c58f88429c02b;Старик насторожился....;2 июня 78–го года
На что Лев Абалкин обрушился с саркастическими благодарностями, едва поздоровавшись с Сергеем Павловичем?;3f69ae722a2432c03a4c58f88429c02b;Старик насторожился....;2 июня 78–го года
Какое учреждение, согласно рассказу, рассматривало кандидатуру Льва Абалкина?;3aaffe388918cb9253709e31c6b2ec98;Потрясенный старик за...;2 июня 78–го года
Что, по мнению С. П. Федосеева, произошло в Евразийском секторе?;3aaffe388918cb9253709e31c6b2ec98;Потрясенный старик за...;2 июня 78–го года
Какой предмет бросился к своему владельцу после поцелуя руки С. П. Федосеева?;3aaffe388918cb9253709e31c6b2ec98;Потрясенный старик за...;2 июня 78–го года
Каким образом Лев Абалкин установил контакт с Экселенцем?;49d338a7e8c69c05f76a31279421b5ba;КОРОТКИЙ РАЗГОВОР;2 июня 78–го года
Какие имена, помимо Льва Абалкина, были упомянуты как возможные контакты, которых следует ожидать?;49d338a7e8c69c05f76a31279421b5ba;КОРОТКИЙ РАЗГОВОР;2 июня 78–го года
Что Экселенц делал, когда к нему обратился рассказчик, и какой предмет он использовал?;49d338a7e8c69c05f76a31279421b5ba;КОРОТКИЙ РАЗГОВОР;2 июня 78–го года
Какую задачу отменил Экселенц, и какую новую задачу он поставил перед рассказчиком относительно Льва Абалкина?;49d338a7e8c69c05f76a31279421b5ba;КОРОТКИЙ РАЗГОВОР;2 июня 78–го года
Какую должность занимал Валерий Маркович Серафимович, помимо того, что он был доктором педагогики?;0fdc25ab1cb4d937cb6afaa163147110;КОЕ–ЧТО О ТАЙНАХ;2 июня 78–го года
В каком месте, согласно тексту, располагается миссия народа голованов, и какой водоем находится поблизости?;0fdc25ab1cb4d937cb6afaa163147110;КОЕ–ЧТО О ТАЙНАХ;2 июня 78–го года
Какой вид транспорта предпочитают голованы, игнорируя другие средства передвижения?;0fdc25ab1cb4d937cb6afaa163147110;КОЕ–ЧТО О ТАЙНАХ;2 июня 78–го года
Какое полное имя носил головане, о котором главный герой начал сбор информации в первую очередь, и с какого года он являлся членом миссии на Земле?;0fdc25ab1cb4d937cb6afaa163147110;КОЕ–ЧТО О ТАЙНАХ;2 июня 78–го года
Какое событие, согласно тексту, связано с трагической гибелью родителей Корнея Яшмаа?;3c468eade4a137ec37454397f4bc2256;Различие с Львом...;2 июня 78–го года
В какой папке, как упоминается в тексте, главный герой искал подтверждение своим воспоминаниям?;3c468eade4a137ec37454397f4bc2256;Различие с Львом...;2 июня 78–го года
"Какой код доступа необходимо было ввести для получения информации об эксперименте ""Зеркало"" в БВИ?";3c468eade4a137ec37454397f4bc2256;Различие с Львом...;2 июня 78–го года
"Что, по мнению главного героя, могло быть причиной отказа БВИ предоставить информацию об эксперименте ""Зеркало""?";3c468eade4a137ec37454397f4bc2256;Различие с Львом...;2 июня 78–го года
Какую точку зрения разделяет большинство работников КОМКОНа-2?;339b3bb60236dad1aa1a4a5ef943d6c8;Ну что ж Экселенц сделал...;2 июня 78–го года
Как предпочитает рассказчик называть процесс получения информации о секретах, вместо общепринятого термина «раскрыть тайну»?;339b3bb60236dad1aa1a4a5ef943d6c8;Ну что ж Экселенц сделал...;2 июня 78–го года
В каком году происходит действие описываемого события, согласно дате, упомянутой в начале текста?;339b3bb60236dad1aa1a4a5ef943d6c8;Ну что ж Экселенц сделал...;2 июня 78–го года
Какое светило вызывает необъяснимое отвращение у Щекна?;fb59037b3f99db305446aaba4a5ec208;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Что болтается на широкой лямке через плечо у старшего мальчика, и как это влияет на его передвижение?;fb59037b3f99db305446aaba4a5ec208;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какие слова, согласно отчёту Льва Абалкина, транслирует транслятор во время конфликта между братьями?;fb59037b3f99db305446aaba4a5ec208;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Что позволилось младшему мальчику сделать с Щекном после употребления шоколада и тонизатора?;fb59037b3f99db305446aaba4a5ec208;ИЗ ОТЧЕТА ЛЬВА АБАЛКИНА;2 июня 78–го года
Какое название носит объект, к которому направляются Иядрудан и Притулатан, и как он описан в тексте?;67e5c932f11fb9d463f32e74dcec1cd2;Мальчики братья...;2 июня 78–го года
Что, согласно рассказу Иядрудана, отец заставлял брать с собой мальчикам, если он не возвращался до вечера, и куда им следовало идти?;67e5c932f11fb9d463f32e74dcec1cd2;Мальчики братья...;2 июня 78–го года
В доме братьев было пятьсот семь комнат. Что, по мнению рассказчика, находилось в этих комнатах?;67e5c932f11fb9d463f32e74dcec1cd2;Мальчики братья...;2 июня 78–го года
Как Щекн реагирует на происходящие события и что можно сказать о его отношении к цели путешествия мальчиков?;67e5c932f11fb9d463f32e74dcec1cd2;Мальчики братья...;2 июня 78–го года
Какое здание, по словам Щекна, необходимо было погасить свет и расстрелять из пушки?;8534ada32739bdf3caa173ed35f55f30;У ближайшего угла вдруг...;2 июня 78–го года
Что, по мнению рассказчика, раскачивалось у аборигена в такт шагам, словно маятник?;8534ada32739bdf3caa173ed35f55f30;У ближайшего угла вдруг...;2 июня 78–го года
Какое устройство использовал рассказчик для измерения расстояния до ракопаука?;8534ada32739bdf3caa173ed35f55f30;У ближайшего угла вдруг...;2 июня 78–го года
Во что были одеты двое мужчин, преградивших дорогу рассказчику и Щекну в переулке?;8534ada32739bdf3caa173ed35f55f30;У ближайшего угла вдруг...;2 июня 78–го года
Каким предметом старик похлопывал себя по голенищу высокого сапога?;e5ad0217d4203b010c85e30082ab087e;Я перехожу на шаг и с...;2 июня 78–го года
Что, по словам Иядрудана, объяснял главный герой старику?;e5ad0217d4203b010c85e30082ab087e;Я перехожу на шаг и с...;2 июня 78–го года
Какой предмет главного героя вызвал у старика особенный интерес и воспоминания о прошлом?;e5ad0217d4203b010c85e30082ab087e;Я перехожу на шаг и с...;2 июня 78–го года
В какой комнате оказались главный герой и старик после разговора на площади?;e5ad0217d4203b010c85e30082ab087e;Я перехожу на шаг и с...;2 июня 78–го года
Какое звание носит старик, представившийся переговорщику, и что, по его словам, означает это звание?;24b5c54aa6a832a62c8fbf1898936f7a;Мне предлагается сесть на...;2 июня 78–го года
Что находится во фляге, предложенной переговорщику, и как Щекн отреагировал на предложенное угощение в банке?;24b5c54aa6a832a62c8fbf1898936f7a;Мне предлагается сесть на...;2 июня 78–го года
Какова общая численность населения области, под управлением гаттауха, и где расположена лаборатория, о которой упоминается в тексте?;24b5c54aa6a832a62c8fbf1898936f7a;Мне предлагается сесть на...;2 июня 78–го года
Что старик спрашивает у переговорщика, когда тот заявляет о незнании обстоятельств, и что он имеет в виду под этими вопросами?;24b5c54aa6a832a62c8fbf1898936f7a;Мне предлагается сесть на...;2 июня 78–го года
Каким образом раса нелюдей начала нашествие на местное человечество, согласно рассказу Драудан?;17fda850fa82f56b0d846c706450e75b;Оказывается во всем...;2 июня 78–го года
Какие меры принимали люди, чтобы защитить детей от «нехороших людей» и других охотников, упомянутых в описании?;17fda850fa82f56b0d846c706450e75b;Оказывается во всем...;2 июня 78–го года
Что предложили правительствам нелюди после пандемии, и к чему это привело?;17fda850fa82f56b0d846c706450e75b;Оказывается во всем...;2 июня 78–го года
Какое условие выдвинул старик Драудан в обмен на сотрудничество с теми, кто его слушал?;17fda850fa82f56b0d846c706450e75b;Оказывается во всем...;2 июня 78–го года
Что за предмет, по словам Щекна, помог персонажу стать почти невидимым?;3bab969a9d0a313070932893b5177590;И тут лицо его вдруг...;2 июня 78–го года
Какое оружие держал старик, когда угрожал персонажу?;3bab969a9d0a313070932893b5177590;И тут лицо его вдруг...;2 июня 78–го года
В каком месте, по мнению старика, не могли научиться делать одежду-невидимку?;3bab969a9d0a313070932893b5177590;И тут лицо его вдруг...;2 июня 78–го года
Какую команду отдал старик стражу в отношении Щекна?;3bab969a9d0a313070932893b5177590;И тут лицо его вдруг...;2 июня 78–го года
Какую кодовую фразу использовал Экселенц, давая задание найти Майю Глумову?;bd096e20be8817db8dff09ad10881381;СНОВА МАЙЯ ГЛУМОВА;3 июня 78–го года
Какой предмет, по словам Экселенца, должен был быть надет для контроля?;bd096e20be8817db8dff09ad10881381;СНОВА МАЙЯ ГЛУМОВА;3 июня 78–го года
В связи с чем КОМКОН разыскивает Прогрессора Абалкина?;bd096e20be8817db8dff09ad10881381;СНОВА МАЙЯ ГЛУМОВА;3 июня 78–го года
Кто, согласно тексту, мог спать до восьми часов утра?;bd096e20be8817db8dff09ad10881381;СНОВА МАЙЯ ГЛУМОВА;3 июня 78–го года
Какое отношение имеет Прогрессоров к музею, в частности к Саракшу?;0f89735c37314b188e86b0ae330221a7;Я сходил на кухню выпил...;3 июня 78–го года
Гриша Серосовин, по прозвищу Водолей, из какой подгруппы отдела работает в Музее внеземных культур и чем он занимается?;0f89735c37314b188e86b0ae330221a7;Я сходил на кухню выпил...;3 июня 78–го года
Что привлекло внимание рассказчика в образе Майи Тойвовны во время видеозвонка, несмотря на ее усталый вид?;0f89735c37314b188e86b0ae330221a7;Я сходил на кухню выпил...;3 июня 78–го года
Какую информацию Каммерер хотел уточнить у Глумовой относительно встречи со Львом Абалкиным в «Осинушке»?;0f89735c37314b188e86b0ae330221a7;Я сходил на кухню выпил...;3 июня 78–го года
Каким образом Майя Тойвовна связалась с местом встречи, используя транспортное средство под названием глайдер?;11d5913455f4def1777a1223c0d258dd;Теперь она смотрела на...;3 июня 78–го года
Что за предмет держала на коленях Майя Тойвовна во время ожидания, когда к ней пришел незнакомец?;11d5913455f4def1777a1223c0d258dd;Теперь она смотрела на...;3 июня 78–го года
В каком месте, согласно рассказу, находится планета Саракш, где работал разыскиваемый?;11d5913455f4def1777a1223c0d258dd;Теперь она смотрела на...;3 июня 78–го года
Какую легенду, номер два, изложил незнакомец Майе Тойвовне, чтобы объяснить свои мотивы и действия?;11d5913455f4def1777a1223c0d258dd;Теперь она смотрела на...;3 июня 78–го года
Какую реакцию Майя Тойвовна проявила, когда ее расспрашивал Абалкин о событиях, связанных с Рексом и Вольфом?;6c366051967ad967f2c8c16a67dc7fce;Я поднялся сходил на...;3 июня 78–го года
Что, по мнению рассказчика, Абалкин не намеревался делать с Глумовой, основываясь на ответах Экселенца?;6c366051967ad967f2c8c16a67dc7fce;Я поднялся сходил на...;3 июня 78–го года
Что за предмет, упомянутый в тексте, мог быть использован против рассказчика, если бы Майя Тойвовна разозлилась?;6c366051967ad967f2c8c16a67dc7fce;Я поднялся сходил на...;3 июня 78–го года
Какую организацию, согласно тексту, представлял штабной офицер, чьи привычки могли быть связаны с отчаянием Майи Тойвовны?;6c366051967ad967f2c8c16a67dc7fce;Я поднялся сходил на...;3 июня 78–го года
В каком месте, согласно тексту, доктор Гоаннек занимался рыбной ловлей?;fcd140aa0f1807db0c3dda0cac0cbdcb;КОЕ–ЧТО О ВПЕЧАТЛЕНИЯХ ЭКСЕЛЕНЦА;3 июня 78–го года
Какой предмет, помимо видеофона, пришлось вынести на крыльцо, чтобы разговор с Экселенцем не был прерван?;fcd140aa0f1807db0c3dda0cac0cbdcb;КОЕ–ЧТО О ВПЕЧАТЛЕНИЯХ ЭКСЕЛЕНЦА;3 июня 78–го года
Какую операцию, в которой участвовали Абалкин и Щекн-Итрч, упоминает рассказчик?;fcd140aa0f1807db0c3dda0cac0cbdcb;КОЕ–ЧТО О ВПЕЧАТЛЕНИЯХ ЭКСЕЛЕНЦА;3 июня 78–го года
"Что, по мнению Экселенца, означает выражение ""бросать камни по кустам""?";fcd140aa0f1807db0c3dda0cac0cbdcb;КОЕ–ЧТО О ВПЕЧАТЛЕНИЯХ ЭКСЕЛЕНЦА;3 июня 78–го года
Какую задачу Экселенц поручил рассказчику, несмотря на его необходимость оставаться рядом?;74a40a0ec533e682c75e180db4dc7427;Теперь мы молчали оба. На...;3 июня 78–го года
Где, по словам Экселенца, находится Яшмаа в настоящее время?;74a40a0ec533e682c75e180db4dc7427;Теперь мы молчали оба. На...;3 июня 78–го года
В каком месте, согласно тексту, рассказчик вышел под ночной дождь?;74a40a0ec533e682c75e180db4dc7427;Теперь мы молчали оба. На...;3 июня 78–го года
Какое совпадение отметил рассказчик, упомянув имена Абалкина и Яшмаа?;74a40a0ec533e682c75e180db4dc7427;Теперь мы молчали оба. На...;3 июня 78–го года
Какое табло светилось на линкосе над металлическим мостом у ЗАСТАВЫ НА РЕКЕ ТЕЛОН?;0087f722e0d74a421f48d1b567c2955b;ЗАСТАВА НА РЕКЕ ТЕЛОН;3 июня 78–го года
Какой предмет одежды был надет на юнце, похожего на Александра Блока, в здании казарменно-казематного вида?;0087f722e0d74a421f48d1b567c2955b;ЗАСТАВА НА РЕКЕ ТЕЛОН;3 июня 78–го года
Какой гаджет использовал Александр Б. для зачитывания текста журналисту Каммереру?;0087f722e0d74a421f48d1b567c2955b;ЗАСТАВА НА РЕКЕ ТЕЛОН;3 июня 78–го года
Какую территорию представляет миссия народа голованов, согласно заявлению Александра Б.?;0087f722e0d74a421f48d1b567c2955b;ЗАСТАВА НА РЕКЕ ТЕЛОН;3 июня 78–го года
Какую должность занимает Александр Б. в организации КОМКОН?;793b8a56ee796f6ac7e7ac28cfa4b5f9;Александр Б. даже...;3 июня 78–го года
С кем журналист Каммерер хотел поговорить, и какое имя Льва упомянул в разговоре?;793b8a56ee796f6ac7e7ac28cfa4b5f9;Александр Б. даже...;3 июня 78–го года
Какие особенности образа жизни голованов описал Александр Б.?;793b8a56ee796f6ac7e7ac28cfa4b5f9;Александр Б. даже...;3 июня 78–го года
Какой предмет использовал Александр Б. для связи с переводчиком Щекн–Итрч?;793b8a56ee796f6ac7e7ac28cfa4b5f9;Александр Б. даже...;3 июня 78–го года
Каким образом Щекн обнаружил присутствие журналиста, и как долго он наблюдал за ним, согласно описанию начала встречи?;2daa907fa8ccd35039c29338df6a76da;ЩЕКН–ИТРЧ ГОЛОВАН;3 июня 78–го года
Что привлекло внимание журналиста в запахе, исходящем от голована Щекна, и чем этот запах отличался от запахов других представителей его народа на Саракше?;2daa907fa8ccd35039c29338df6a76da;ЩЕКН–ИТРЧ ГОЛОВАН;3 июня 78–го года
Какую информацию журналист Каммерер и рассказчик пытались получить о Льве Абалкине, задавая вопросы о его отношении к народу голованов?;2daa907fa8ccd35039c29338df6a76da;ЩЕКН–ИТРЧ ГОЛОВАН;3 июня 78–го года
Какое значение имел вопрос журналиста о разнице в работе с Львом Абалкиным и другими землянами, и как отреагировал на него Щекн?;2daa907fa8ccd35039c29338df6a76da;ЩЕКН–ИТРЧ ГОЛОВАН;3 июня 78–го года
Какую тему обсуждали споры между Щекном и другим участником контакта, касающуюся народа голованов?;a4241669cd1f87ffcbc5a566e4a68bd4;Глаза его опять озарились...;3 июня 78–го года
Что заявил Щекн, когда его спросили о текущем местонахождении Льва Абалкина?;a4241669cd1f87ffcbc5a566e4a68bd4;Глаза его опять озарились...;3 июня 78–го года
Какое условие, касающееся Льва Абалкина, повторил Щекн несколько раз в разговоре?;a4241669cd1f87ffcbc5a566e4a68bd4;Глаза его опять озарились...;3 июня 78–го года
Что спросил Щекн у рассказчика, вопрос, который оказался идентичным вопросу, заданному ему самим?;a4241669cd1f87ffcbc5a566e4a68bd4;Глаза его опять озарились...;3 июня 78–го года
Какую информацию, полученную от Мак, Экселенц назвал важной и выразил удовлетворение?;5fd51564ffe9288efc43372b6c64c2cf;ЭКСЕЛЕНЦ ДОВОЛЕН;3 июня 78–го года
В каком месте, согласно рассказу Мак, был взят Тихоня Прешт, и в каком состоянии он находился после задержания?;5fd51564ffe9288efc43372b6c64c2cf;ЭКСЕЛЕНЦ ДОВОЛЕН;3 июня 78–го года
Что, по мнению Экселенца, делает Льва Абалкина особенно опасным?;5fd51564ffe9288efc43372b6c64c2cf;ЭКСЕЛЕНЦ ДОВОЛЕН;3 июня 78–го года
До какого времени Мак свободен от работы, и какое задание он получит после этого времени, согласно указаниям Экселенца?;5fd51564ffe9288efc43372b6c64c2cf;ЭКСЕЛЕНЦ ДОВОЛЕН;3 июня 78–го года
Какое устройство пискнуло на запястье у рассказчика в 01.08, оповещая о вызове от Экселенца?;980a82f99dd7599c2d7afeb213dff2da;МУЗЕЙ ВНЕЗЕМНЫХ КУЛЬТУР. НОЧЬ;4 июня 78–го года
Глайдер Мак совершил посадку на площади, несмотря на предупреждение какого устройства?;980a82f99dd7599c2d7afeb213dff2da;МУЗЕЙ ВНЕЗЕМНЫХ КУЛЬТУР. НОЧЬ;4 июня 78–го года
В какой мастерской оказались Мак и Экселенц, после проникновения в МУЗЕЙ ВНЕЗЕМНЫХ КУЛЬТУР?;980a82f99dd7599c2d7afeb213dff2da;МУЗЕЙ ВНЕЗЕМНЫХ КУЛЬТУР. НОЧЬ;4 июня 78–го года
Какой предмет Экселенц спрятал под шалью, ожидая появления Льва Абалкина?;980a82f99dd7599c2d7afeb213dff2da;МУЗЕЙ ВНЕЗЕМНЫХ КУЛЬТУР. НОЧЬ;4 июня 78–го года
Что, по словам рассказчика, давеча старательно обрабатывали местные девчушки с помощью молекулярных паяльников?;7de34c0280353cff752428aafb1a7f10;Тут я услышал шум. Надо...;4 июня 78–го года
Какое оружие Экселенц засовывал за пазуху черной куртки, освобождая руки для возможного хватания и встряхивания?;7de34c0280353cff752428aafb1a7f10;Тут я услышал шум. Надо...;4 июня 78–го года
Какой предмет держал в руке лже-Абалкин, войдя в мастерскую?;7de34c0280353cff752428aafb1a7f10;Тут я услышал шум. Надо...;4 июня 78–го года
С каким известным персонажем, по мнению рассказчика, был похож старый человек, вошедший в мастерскую?;7de34c0280353cff752428aafb1a7f10;Тут я услышал шум. Надо...;4 июня 78–го года
Какое выражение, непривычное для него, заметил рассказчик на лице Экселенца во время наблюдения за происходящим?;8c6d6b62aeb2650e14487f704dc02946;Экселенц следил за всеми...;4 июня 78–го года
Что искал старик Бромберг в дальней секции, согласно вопросу Экселенца?;8c6d6b62aeb2650e14487f704dc02946;Экселенц следил за всеми...;4 июня 78–го года
Какой предмет старикан Бромберг лихорадочно шарил лучом вокруг себя, пытаясь определить местонахождение постороннего?;8c6d6b62aeb2650e14487f704dc02946;Экселенц следил за всеми...;4 июня 78–го года
Что потребовал Экселенц от Бромберга, когда тот отказался убрать фонарь, и чем это обернулось?;8c6d6b62aeb2650e14487f704dc02946;Экселенц следил за всеми...;4 июня 78–го года
Какую должность занимает Айзек Бромберг в музее, согласно его заявлению?;65cc0a0114f4ed908ab6ea0457ec68af;АЙЗЕК БРОМБЕРГ. БИТВА ЖЕЛЕЗНЫХ СТАРЦЕВ;4 июня 78–го года
Кто такой Грант Хочикян и какое отношение он имеет к Айзеку Бромбергу?;65cc0a0114f4ed908ab6ea0457ec68af;АЙЗЕК БРОМБЕРГ. БИТВА ЖЕЛЕЗНЫХ СТАРЦЕВ;4 июня 78–го года
Что, по словам Бромберга, произошло с электричеством в здании, и какой предмет помог ему в сложившейся ситуации?;65cc0a0114f4ed908ab6ea0457ec68af;АЙЗЕК БРОМБЕРГ. БИТВА ЖЕЛЕЗНЫХ СТАРЦЕВ;4 июня 78–го года
Какую информацию о себе, помимо детонаторов, предложил рассказать Айзек Бромберг Рудольфу Сикорски?;65cc0a0114f4ed908ab6ea0457ec68af;АЙЗЕК БРОМБЕРГ. БИТВА ЖЕЛЕЗНЫХ СТАРЦЕВ;4 июня 78–го года
Какую задачу выполнял отдел, в котором работает рассказчик, и как она связана с именем Пильгуя?;5709f3a04048398a710d08e22648c577;Упоминание имени Пильгуя...;4 июня 78–го года
Какой предмет Бромберг положил на стол перед Экселенцем, чтобы доказать свою правоту?;5709f3a04048398a710d08e22648c577;Упоминание имени Пильгуя...;4 июня 78–го года
Что Экселенц заявил о доступе в музей, что стало причиной конфликта с Бромбергом?;5709f3a04048398a710d08e22648c577;Упоминание имени Пильгуя...;4 июня 78–го года
Каким образом Сикорски объяснил свое присутствие в музее, и в чем он обвинил Бромберга?;5709f3a04048398a710d08e22648c577;Упоминание имени Пильгуя...;4 июня 78–го года
Какое произведение Айзека Бромберга, посвященное «Массачусетсскому кошмару», читал рассказчик и какое впечатление оно на него произвело?;30963b60da0940d38e67a6ea8b35f547;Довольно быстро я...;4 июня 78–го года
Какое движение, основанное Ламондуа, позиционировало право науки на развитие без ограничений, и какое место в нем занимал Айзек Бромберг?;30963b60da0940d38e67a6ea8b35f547;Довольно быстро я...;4 июня 78–го года
Какие принципы исповедуют экстремисты движения дзиюистов, и какой пример цивилизации был приведен в качестве иллюстрации их реализации?;30963b60da0940d38e67a6ea8b35f547;Довольно быстро я...;4 июня 78–го года
Какова основная задача КОМКОНа–2, и почему, по мнению рассказчика, Бромберг не понимал специфики их деятельности?;30963b60da0940d38e67a6ea8b35f547;Довольно быстро я...;4 июня 78–го года
Какую аббревиатуру, по мнению персонажа, скрывается за КОМКОН–2 и какое отношение к ней имеет Экселенц?;f453eff6231d4c6856fd757243d65d20;Но по–видимому даже...;4 июня 78–го года
"В связи с каким событием, произошедшим на Саракше, Экселенц, возможно, и решил окунуться в ""кровавую кашу""?";f453eff6231d4c6856fd757243d65d20;Но по–видимому даже...;4 июня 78–го года
Какую операцию, связанную с возможной агрессией извне, описанную в тексте, возглавлял Экселенц?;f453eff6231d4c6856fd757243d65d20;Но по–видимому даже...;4 июня 78–го года
Какую роль сыграл Бромберг в прекращении работы Ионафана Перейры в области теоретической евгеники и какие последствия это повлекло за собой?;f453eff6231d4c6856fd757243d65d20;Но по–видимому даже...;4 июня 78–го года
Какую этическую проблему, по мнению рассказчика, иллюстрирует история с андроидами, и какое отношение к ней занимает доктор Бромберг?;dd74611d1f4911bff35095c04d720213;История с андроидами в...;4 июня 78–го года
Что, по мнению доктора Бромберга, является нонсенсом и катахрезой в связи с андроидами?;dd74611d1f4911bff35095c04d720213;История с андроидами в...;4 июня 78–го года
С каким предметом, называемым то саркофагом, то инкубатором, связывали споры ученых, и что Экселенц скрывал вокруг него?;dd74611d1f4911bff35095c04d720213;История с андроидами в...;4 июня 78–го года
Какое вещество Экселенц предложил Бромбергу, а затем и сам принял?;e5738964ee57775a931a39f520e27b97;ЛЕВ АБАЛКИН У ДОКТОРА БРОМБЕРГА;4 июня 78–го года
Что, по словам Бромберга, он собирается сделать, когда Экселенц умрет?;e5738964ee57775a931a39f520e27b97;ЛЕВ АБАЛКИН У ДОКТОРА БРОМБЕРГА;4 июня 78–го года
Что за предмет, который Бромберг получил от некоего молодого человека, привлек его внимание?;e5738964ee57775a931a39f520e27b97;ЛЕВ АБАЛКИН У ДОКТОРА БРОМБЕРГА;4 июня 78–го года
Какой предмет Мак подал Экселенцу по его просьбе, и из какого материала был сделан его футляр?;e5738964ee57775a931a39f520e27b97;ЛЕВ АБАЛКИН У ДОКТОРА БРОМБЕРГА;4 июня 78–го года
